时间点,车牌号,经度,纬度,速度,地址
,,102.076451,36.520820,0,青海省海东市互助土族自治县高寨镇泉水湾东南约382米
,,102.074883,36.520636,0,青海省海东市互助土族自治县高寨镇泉水湾东南约248米
,,102.072525,36.520739,0,青海省海东市互助土族自治县高寨镇泉水湾东南约61米
,,102.072245,36.520767,0,青海省海东市互助土族自治县高寨镇泉水湾东南约52米
,,102.069934,36.521085,0,青海省海东市互助土族自治县高寨镇泉水湾西南约204米
,,102.067491,36.521227,0,青海省海东市互助土族自治县高寨镇和平渠西南约185米
,,102.065758,36.521174,0,青海省海东市互助土族自治县高寨镇和平渠西南约260米
,,102.063773,36.521123,0,青海省海东市互助土族自治县高寨镇东村东北约200米
,,102.061566,36.521076,0,青海省海东市互助土族自治县高寨镇东村西北约57米
,,102.059167,36.521304,0,青海省海东市互助土族自治县高寨镇东村西北约236米
,,102.057198,36.521644,0,青海省海东市互助土族自治县高寨镇东村西北约415米
,,102.054794,36.522259,0,青海省海东市互助土族自治县高寨镇老清真寺路
,,102.054563,36.522331,0,青海省海东市互助土族自治县高寨镇老清真寺路
,,102.052219,36.523019,0,青海省海东市互助土族自治县高寨镇老清真寺路
,,102.050115,36.523509,0,青海省海东市互助土族自治县高寨镇老清真寺路
,,102.047647,36.523795,0,青海省海东市互助土族自治县高寨镇曹家堡收费站东北约420米
,,102.046730,36.523835,0,青海省海东市互助土族自治县高寨镇曹家堡收费站东北约405米
,,102.044341,36.523933,0,青海省海东市互助土族自治县高寨街道西宁曹家堡国际机场T2航站楼东侧东北约273米
,,102.042829,36.524102,0,青海省海东市互助土族自治县高寨街道西宁曹家堡国际机场东北约174米
,,102.040248,36.524725,0,青海省海东市互助土族自治县高寨镇西宁曹家堡国际机场
,,102.039975,36.524808,0,青海省海东市互助土族自治县高寨街道西宁曹家堡机场T2航站楼西侧
,,102.037292,36.525774,0,青海省海东市互助土族自治县高寨镇西宁曹家堡国际机场T1航站楼-国际/港澳台出发
,,102.034598,36.526610,0,青海省海东市互助土族自治县高寨镇急救中心东北约110米
,,102.030825,36.527389,0,青海省海东市互助土族自治县高寨镇西部机场集团航空货站西北约113米
,,102.030089,36.527528,0,青海省海东市互助土族自治县高寨镇西部机场集团航空货站西北约177米
,,102.026932,36.528125,0,青海省海东市互助土族自治县高寨镇民小路
,,102.024099,36.528615,0,青海省海东市互助土族自治县高寨镇民小路
,,102.020633,36.529276,0,青海省海东市互助土族自治县高寨镇西宁南绕城高速西北约487米
,,102.018356,36.529902,0,青海省海东市互助土族自治县高寨镇第4中学东北约602米
,,102.015618,36.530957,0,青海省海东市互助土族自治县高寨镇第4中学东北约629米
,,102.013606,36.531894,0,青海省海东市互助土族自治县高寨镇昆仑好客(中国石油海东市临空综合经济区物流园加油站)东南约604米
,,102.011344,36.532939,0,青海省海东市互助土族自治县高寨镇昆仑好客(中国石油海东市临空综合经济区物流园加油站)东南约380米
,,102.010841,36.533200,0,青海省海东市互助土族自治县高寨镇昆仑好客(中国石油海东市临空综合经济区物流园加油站)东南约329米
,,102.008701,36.534259,0,青海省海东市互助土族自治县高寨镇昆仑好客(中国石油海东市临空综合经济区物流园加油站)东南约143米
,,102.005769,36.535633,0,青海省海东市互助土族自治县高寨镇昆仑好客(中国石油海东市临空综合经济区物流园加油站)西北约252米
,,102.002931,36.536950,0,青海省海东市互助土族自治县高寨镇经19路
,,102.000114,36.538250,0,青海省海东市互助土族自治县高寨镇经19路
,,101.998221,36.538963,0,青海省海东市互助土族自治县高寨镇经19路
,,101.995159,36.539930,0,青海省海东市互助土族自治县高寨镇丝绸之路海东市海吉星国际农产品交易中心西北约648米
,,101.992518,36.540927,0,青海省海东市互助土族自治县高寨街道石峡路9东南约700米
,,101.991189,36.541578,0,青海省海东市互助土族自治县高寨街道石峡路9东南约562米
,,101.988940,36.542874,0,青海省海东市互助土族自治县高寨街道石峡路9东南约319米
,,101.987072,36.544014,0,青海省海东市互助土族自治县高寨街道石峡路9东北约130米
,,101.985154,36.545052,0,青海省海东市互助土族自治县高寨街道石峡路9西北约133米
,,101.982589,36.546147,0,青海省海东市互助土族自治县高寨镇彩虹路
,,101.980244,36.547064,0,青海省海东市互助土族自治县高寨镇青藏高原东部国际商贸中心东北约260米
,,101.977979,36.548352,0,青海省海东市互助土族自治县高寨镇高寨东南约130米
,,101.976332,36.549642,0,青海省海东市互助土族自治县高寨镇高寨西北约119米
,,101.975355,36.550383,0,青海省海东市互助土族自治县高寨镇北山东部石材城东南约134米
,,101.975524,36.550257,0,青海省海东市互助土族自治县高寨镇北山东部石材城东南约154米
,,101.975794,36.550042,0,青海省海东市互助土族自治县高寨镇高寨西北约175米
,,101.975844,36.550092,0,青海省海东市互助土族自治县高寨镇高寨西北约179米
,,101.975963,36.550175,0,青海省海东市互助土族自治县高寨镇高寨西北约184米
,,101.976013,36.550236,0,青海省海东市互助土族自治县高寨镇高寨西北约189米
,,101.976023,36.550286,0,青海省海东市互助土族自治县高寨镇北山东部石材城东南约193米
,,101.976022,36.550506,0,青海省海东市互助土族自治县高寨镇北山东部石材城东南约186米
,,101.976022,36.550556,0,青海省海东市互助土族自治县高寨镇北山东部石材城东南约185米
,,101.975972,36.550625,0,青海省海东市互助土族自治县高寨镇北山东部石材城东南约179米
,,101.975793,36.550782,0,青海省海东市互助土族自治县高寨镇北山东部石材城东南约161米
,,101.976012,36.550616,0,青海省海东市互助土族自治县高寨镇北山东部石材城东南约183米
,,101.976022,36.550636,0,青海省海东市互助土族自治县高寨镇北山东部石材城东南约183米
,,101.976043,36.550666,0,青海省海东市互助土族自治县高寨镇北山东部石材城东南约185米
,,101.976022,36.550726,0,青海省海东市互助土族自治县高寨镇北山东部石材城东南约182米
,,101.975813,36.550912,0,青海省海东市互助土族自治县高寨镇北山东部石材城东北约162米
,,101.975633,36.551009,0,青海省海东市互助土族自治县高寨镇北山东部石材城东北约147米
,,101.975603,36.551028,0,青海省海东市互助土族自治县高寨镇北山东部石材城东北约144米
,,101.975015,36.551427,0,青海省海东市互助土族自治县高寨镇北山东部石材城东北约109米
,,101.974077,36.551990,0,青海省海东市互助土族自治县高寨镇北山东部石材城东北约123米
,,101.972730,36.552625,0,青海省海东市互助土族自治县高寨镇北山东部石材建材城南门东北约135米
,,101.971473,36.553182,0,青海省海东市互助土族自治县高寨镇国佐大街东北约140米
,,101.970456,36.553924,0,青海省海东市互助土族自治县高寨镇国佐大街东北约188米
,,101.969477,36.554697,0,青海省海东市互助土族自治县高寨镇哈拉直沟东南约105米
,,101.968380,36.555549,0,青海省海东市互助土族自治县高寨镇哈拉直沟东北约70米
,,101.966932,36.556594,0,青海省海东市互助土族自治县高寨镇哈拉直沟西北约224米
,,101.965565,36.557392,0,青海省海东市互助土族自治县高寨镇X247东北约303米
,,101.964058,36.558029,0,青海省海东市互助土族自治县高寨镇西湾村东北约293米
,,101.963829,36.558126,0,青海省海东市互助土族自治县高寨镇西湾村东北约287米
,,101.961812,36.558737,0,青海省海东市互助土族自治县高寨镇西湾村东北约282米
,,101.960754,36.558993,0,青海省海东市互助土族自治县高寨镇西湾村西北约322米
,,101.958206,36.559613,0,青海省海东市互助土族自治县高寨镇中国青海闽龙国际5金机电汽配建材物流集散中心北2门东北约296米
,,101.955648,36.560226,0,青海省海东市互助土族自治县高寨镇古驿路
,,101.953319,36.560767,0,青海省海东市互助土族自治县高寨镇古驿路
,,101.951058,36.561273,0,青海省海东市互助土族自治县高寨镇古驿路
,,101.949476,36.561475,0,青海省海东市互助土族自治县高寨镇湟水东北约431米
,,101.947324,36.561548,0,青海省海东市互助土族自治县高寨镇湟水西北约407米
,,101.944819,36.561595,0,青海省海东市互助土族自治县高寨镇湟水西北约481米
,,101.942564,36.561677,0,青海省海东市互助土族自治县高寨镇民小路(旧)西北约517米
,,101.940457,36.562003,0,青海省海东市互助土族自治县高寨镇银泰山庄东北约558米
,,101.940227,36.562054,0,青海省海东市互助土族自治县高寨镇银泰山庄东北约558米
,,101.938350,36.562663,0,青海省海东市互助土族自治县高寨镇银泰山庄西北约615米
,,101.936242,36.563677,0,青海省海东市互助土族自治县高寨街道小峡桥头向北200东北约648米
,,101.933921,36.564925,0,青海省海东市互助土族自治县高寨镇小峡东北约654米
,,101.931439,36.566039,0,青海省海东市互助土族自治县高寨镇小峡东北约676米
,,101.928805,36.566989,0,青海省海东市互助土族自治县高寨镇小峡西北约768米
,,101.926120,36.567833,0,青海省海东市互助土族自治县高寨镇小峡湟水河纵向桥东北约912米
,,101.924330,36.568308,0,青海省海东市互助土族自治县高寨镇小峡湟水河纵向桥东北约857米
,,101.921785,36.568935,0,青海省海东市互助土族自治县高寨镇小峡湟水河纵向桥东北约827米
,,101.919371,36.569431,0,青海省西宁市城东区乐家湾镇小峡湟水河纵向桥东北约808米
,,101.916907,36.569839,0,青海省西宁市城东区乐家湾镇小峡湟水河纵向桥东北约794米
,,101.914071,36.570274,0,青海省西宁市城东区乐家湾镇小峡湟水河纵向桥西北约851米
,,101.911255,36.570868,0,青海省西宁市城东区乐家湾镇小峡清风东北约951米
,,101.908622,36.571737,0,青海省西宁市城东区韵家口镇宁湖湿地公园东北约874米
,,101.906542,36.572448,0,青海省西宁市城东区韵家口镇宁湖湿地公园东北约843米
,,101.904905,36.572910,0,青海省西宁市城东区韵家口镇宁湖湿地公园东北约841米
,,101.903078,36.573234,0,青海省西宁市城东区韵家口镇峡口互通立交桥东北约841米
,,101.902315,36.573323,0,青海省西宁市城东区韵家口镇峡口互通立交桥东北约824米
,,101.900529,36.573414,0,青海省西宁市城东区韵家口镇付家寨驿站东北约776米
,,101.898293,36.573528,0,青海省西宁市城东区韵家口镇付家寨驿站东北约587米
,,101.896810,36.573782,0,青海省西宁市城东区韵家口镇付家寨驿站东北约474米
,,101.895708,36.574161,0,青海省西宁市城东区韵家口镇付家寨驿站东北约412米
,,101.894386,36.574841,0,青海省西宁市城东区韵家口镇付家寨驿站东北约387米
,,101.893355,36.575619,0,青海省西宁市城东区韵家口镇付家寨驿站东北约429米
,,101.891794,36.577139,0,青海省西宁市城东区韵家口镇付家寨驿站西北约582米
,,101.890654,36.577985,0,青海省西宁市城东区韵家口镇自行车租赁点东北约614米
,,101.889174,36.578711,0,青海省西宁市城东区韵家口镇自行车租赁点东北约640米
,,101.887356,36.579315,0,青海省西宁市城东区韵家口镇自行车租赁点东北约686米
,,101.884691,36.580157,0,青海省西宁市城东区韵家口镇朱家庄路76-42东北约683米
,,101.882247,36.580945,0,青海省西宁市城东区韵家口镇朱家庄路76-44东北约479米
,,101.879865,36.581888,0,青海省西宁市城东区韵家口镇东胜公园东南约298米
,,101.877903,36.582878,0,青海省西宁市城东区韵家口镇东胜公园东南约107米
,,101.877455,36.583136,0,青海省西宁市城东区韵家口镇东胜公园西南约73米
,,101.875465,36.584293,0,青海省西宁市城东区韵家口镇东胜公园西北约191米
,,101.873675,36.585320,0,青海省西宁市城东区韵家口镇沙塘川大桥东南约192米
,,101.871996,36.586305,0,青海省西宁市城东区韵家口镇沙塘川大桥西南约64米
,,101.870137,36.587317,0,青海省西宁市城东区韵家口镇西宁隆庆房屋拆迁有限公司
,,101.868340,36.588218,0,青海省西宁市城东区韵家口镇韵家口305-1号西北约151米
,,101.866226,36.589133,0,青海省西宁市城东区韵家口镇韵家口305-1号西北约366米
,,101.865521,36.589414,0,青海省西宁市城东区韵家口镇韵家口305-1号西北约436米
,,101.863755,36.590082,0,青海省西宁市城东区韵家口镇韵家口305-1号西北约610米
,,101.861563,36.590882,0,青海省西宁市城东区韵家口镇韵家口305-1号西北约825米
,,101.859510,36.591654,0,青海省西宁市城东区互助中路社区韵家口互通跨线桥东北约922米
,,101.858608,36.592112,0,青海省西宁市城东区互助中路社区韵家口出口(韵家口互通跨线桥出口东南向)东北约934米
,,101.857586,36.592808,0,青海省西宁市城东区互助中路社区韵家口出口(韵家口互通跨线桥出口东南向)东北约963米
,,101.856625,36.593805,0,青海省西宁市城东区韵家口镇
,,101.855892,36.594825,0,青海省西宁市城东区互助中路社区民和路出口(京藏高速民和路立交出口西北向)东北约992米
,,101.855219,36.595976,0,青海省西宁市城东区互助中路社区民和路出口(京藏高速民和路立交出口西北向)东北约980米
,,101.854248,36.597274,0,青海省西宁市城东区互助中路社区民和路出口(京藏高速民和路立交出口西北向)东北约974米
,,101.853039,36.598468,0,青海省西宁市城东区互助中路社区民和路出口(京藏高速民和路立交出口西北向)东北约975米
,,101.851334,36.599715,0,青海省西宁市城东区互助中路社区民和路出口(京藏高速民和路立交出口西北向)东北约984米
,,101.849718,36.600714,0,青海省西宁市城东区互助中路社区京藏高速民和路立交东北约958米
,,101.847894,36.601822,0,青海省西宁市城东区互助中路社区京藏高速民和路立交东北约953米
,,101.845940,36.603149,0,青海省西宁市城东区互助中路社区民和路出口(京藏高速民和路立交出口东南向)东北约977米
,,101.845018,36.604079,0,青海省西宁市城东区韵家口镇
,,101.844056,36.605480,0,青海省西宁市城东区韵家口镇
,,101.843412,36.606604,0,青海省西宁市城东区韵家口镇
,,101.843333,36.606713,0,青海省西宁市城东区韵家口镇
,,101.842798,36.607668,0,青海省西宁市城东区韵家口镇
,,101.842253,36.608634,0,青海省西宁市城东区韵家口镇
,,101.841459,36.609847,0,青海省西宁市城东区韵家口镇
,,101.841340,36.609996,0,青海省西宁市城东区韵家口镇
,,101.840070,36.611416,0,青海省西宁市城东区韵家口镇
,,101.838789,36.612527,0,青海省西宁市城东区韵家口镇
,,101.837349,36.613728,0,青海省西宁市城东区韵家口镇
,,101.835878,36.614980,0,青海省西宁市城东区火车站社区北山美丽园南门东北约979米
,,101.834695,36.616034,0,青海省西宁市城东区火车站社区北山美丽园南门东北约936米
,,101.834039,36.616802,0,青海省西宁市城东区火车站社区站西巷东北约933米
,,101.833214,36.618030,0,青海省西宁市城东区火车站社区站西巷东北约932米
,,101.832786,36.618849,0,青海省西宁市城东区火车站社区站西巷东北约954米
,,101.832061,36.620338,0,青海省西宁市城东区韵家口镇入口东北约992米
,,101.831285,36.621878,0,青海省西宁市城东区韵家口镇
,,101.830439,36.623297,0,青海省西宁市城东区韵家口镇
,,101.830330,36.623438,0,青海省西宁市城东区韵家口镇
,,101.829045,36.624758,0,青海省西宁市城东区韵家口镇公厕东北约998米
,,101.827800,36.625639,0,青海省西宁市城东区韵家口镇公厕东北约945米
,,101.825935,36.626582,0,青海省西宁市城东区韵家口镇公厕东北约877米
,,101.823920,36.627570,0,青海省西宁市城东区韵家口镇公厕东北约847米
,,101.821843,36.629011,0,青海省西宁市城东区火车站社区公厕东北约833米
,,101.820195,36.630452,0,青海省西宁市城东区韵家口镇西山晴雪东北约797米
,,101.818476,36.631977,0,青海省西宁市城东区韵家口镇西山晴雪东北约803米
,,101.816246,36.633798,0,青海省西宁市城东区韵家口镇小西沟东南约579米
,,101.815776,36.634113,0,青海省西宁市城东区韵家口镇小西沟东南约535米
,,101.814465,36.634768,0,青海省西宁市城东区韵家口镇小西沟西南约453米
,,101.813283,36.635162,0,青海省西宁市城东区韵家口镇小西沟西南约427米
,,101.810379,36.635609,0,青海省西宁市城东区韵家口镇小西沟西南约523米
,,101.808514,36.636145,0,青海省西宁市城东区林家崖社区昆仑神韵东北约568米
,,101.807362,36.636722,0,青海省西宁市城东区林家崖社区北山美丽园东北约579米
,,101.806168,36.637571,0,青海省西宁市城东区韵家口镇北山美丽园停车场东北约592米
,,101.805366,36.638414,0,青海省西宁市城东区韵家口镇北山美丽园停车场东北约604米
,,101.804553,36.639548,0,青海省西宁市城东区韵家口镇北山美丽园停车场东北约666米
,,101.803379,36.640757,0,青海省西宁市城东区韵家口镇林家崖路
,,101.802235,36.641577,0,青海省西宁市城东区韵家口镇林家崖路
,,101.800780,36.642261,0,青海省西宁市城东区韵家口镇林家崖路
,,101.800258,36.642470,0,青海省西宁市城东区韵家口镇林家崖路
,,101.798602,36.642929,0,青海省西宁市城北区朝阳街道
,,101.796614,36.643463,0,青海省西宁市城北区朝阳街道中庄渠干渠城东段东北约899米
,,101.794375,36.644182,0,青海省西宁市城北区朝阳街道北山大墩岭绿化区东北约775米
,,101.792287,36.645047,0,青海省西宁市城北区朝阳街道北山大墩岭绿化区东北约686米
,,101.790650,36.645815,0,青海省西宁市城北区朝阳街道北山大墩岭绿化区东北约664米
,,101.788231,36.646834,0,青海省西宁市城北区朝阳街道北山烟雨景区东北约694米
,,101.785882,36.647439,0,青海省西宁市城北区朝阳街道北山寺东北约682米
,,101.785611,36.647483,0,青海省西宁市城北区朝阳街道北山寺东北约673米
,,101.783444,36.647713,0,青海省西宁市城北区朝阳街道北山寺东北约620米
,,101.783214,36.647726,0,青海省西宁市城北区朝阳街道北山寺东北约616米
,,101.781098,36.647652,0,青海省西宁市城北区朝阳街道跌水瀑布东北约477米
,,101.780636,36.647648,0,青海省西宁市城北区朝阳街道跌水瀑布东北约446米
,,101.780376,36.647701,0,青海省西宁市城北区朝阳街道跌水瀑布东北约433米
,,101.779052,36.647505,0,青海省西宁市城北区朝阳街道跌水瀑布东北约340米
,,101.776607,36.647419,0,青海省西宁市城北区朝阳街道跌水瀑布西北约273米
,,101.775806,36.647546,0,青海省西宁市城北区朝阳街道宁贵高速东北约296米
,,101.773382,36.648163,0,青海省西宁市城北区朝阳街道闽宁钢材交易市场北三门东南约140米
,,101.772251,36.648460,0,青海省西宁市城北区朝阳街道闽宁钢材交易市场北4门西南约109米
,,101.771861,36.648552,0,青海省西宁市城北区朝阳街道闽宁钢材交易市场北4门西南约119米
,,101.771340,36.648684,0,青海省西宁市城北区朝阳街道朝阳机电B-024东南约109米
,,101.770019,36.648880,0,青海省西宁市城北区朝阳街道朝阳机电B-002
,,101.769809,36.648901,0,青海省西宁市城北区朝阳街道朝阳机电B-002
,,101.767599,36.648816,0,青海省西宁市城北区朝阳街道青海湖便利义邦超市
,,101.765391,36.648796,0,青海省西宁市城北区朝阳街道化德·朝阳绿洲家园南门
,,101.762833,36.649122,0,青海省西宁市城北区朝阳街道北川河东路8
,,101.762524,36.649171,0,青海省西宁市城北区朝阳街道北川河东路8
,,101.760996,36.649556,0,青海省西宁市城北区小桥大街街道公厕
,,101.759799,36.650080,0,青海省西宁市城北区小桥大街街道希尔医药保健品公司
,,101.758322,36.650931,0,青海省西宁市城北区小桥大街街道小桥大街38
,,101.757084,36.651673,0,青海省西宁市城北区小桥大街街道西宁城北巧匠美鞋吧
,,101.755788,36.652473,0,青海省西宁市城北区小桥大街街道中医院西南约75米
,,101.754631,36.653132,0,青海省西宁市城北区小桥大街街道沈那遗址东南约64米
,,101.753624,36.653733,0,青海省西宁市城北区小桥大街街道沈那遗址西北约54米
,,101.752229,36.654478,0,青海省西宁市城北区小桥大街街道沈那遗址公园东北约63米
,,101.750884,36.655033,0,青海省西宁市城北区小桥大街街道停车场东北约58米
,,101.749738,36.655499,0,青海省西宁市城北区小桥大街街道鑫博食品经销部
,,101.748612,36.655994,0,青海省西宁市城北区小桥大街街道西宁碧桂园北门
,,101.747985,36.656296,0,青海省西宁市城北区小桥大街街道西宁碧桂园北门西北约84米
,,101.747935,36.656345,0,青海省西宁市城北区小桥大街街道西宁碧桂园北门西北约91米
,,101.747915,36.656405,0,青海省西宁市城北区小桥大街街道西宁碧桂园北门西北约95米
,,101.747915,36.656465,0,青海省西宁市城北区小桥大街街道西宁碧桂园北门西北约99米
,,101.748014,36.656606,0,青海省西宁市城北区小桥大街街道西宁碧桂园北门西北约101米
,,101.748094,36.656647,0,青海省西宁市城北区小桥大街街道西宁碧桂园北门西北约99米
,,101.748194,36.656659,0,青海省西宁市城北区小桥大街街道西宁碧桂园北门西北约95米
,,101.748273,36.656650,0,青海省西宁市城北区小桥大街街道西宁碧桂园北门西北约90米
,,101.748652,36.656515,0,青海省西宁市城北区小桥大街街道西宁碧桂园北门西北约61米
,,101.749309,36.656243,0,青海省西宁市城北区小桥大街街道西宁碧桂园北门
,,101.749688,36.656088,0,青海省西宁市城北区小桥大街街道碧桂园早市西南约51米
,,101.749797,36.656010,0,青海省西宁市城北区小桥大街街道鑫博食品经销部
,,101.749817,36.655930,0,青海省西宁市城北区小桥大街街道鑫博食品经销部
,,101.749777,36.655859,0,青海省西宁市城北区小桥大街街道鑫博食品经销部
,,101.749489,36.655386,0,青海省西宁市城北区小桥大街街道鑫博食品经销部
,,101.749300,36.655103,0,青海省西宁市城北区小桥大街街道西宁碧桂园商铺15-27西南约60米
,,101.748992,36.654609,0,青海省西宁市城北区小桥大街街道西宁碧桂园东南约98米
,,101.748485,36.653822,0,青海省西宁市城北区小桥大街街道西宁碧桂园商铺15-3西南约181米
,,101.747997,36.653065,0,青海省西宁市城北区西海路社区东北约163米
,,101.747739,36.652561,0,青海省西宁市城北区西海路社区东南约134米
,,101.747520,36.652158,0,青海省西宁市城北区西海路社区东南约127米
,,101.747291,36.651765,0,青海省西宁市城北区小桥大街街道公厕西北约115米
,,101.747033,36.651411,0,青海省西宁市城北区小桥大街街道妇幼保健院东北约79米
,,101.746834,36.651138,0,青海省西宁市城北区小桥大街街道妇幼保健院东北约53米
,,101.746645,36.650856,0,青海省西宁市城北区小桥大街街道妇幼保健院
,,101.746436,36.650492,0,青海省西宁市城北区小桥大街街道建设巷社区
,,101.746257,36.650130,0,青海省西宁市城北区小桥大街街道建设巷社区
,,101.745879,36.649584,0,青海省西宁市城北区小桥大街街道公安局城北公安分局巡警大队
,,101.745750,36.649402,0,青海省西宁市城北区小桥大街街道金帝都市花园东门
,,101.745621,36.649090,0,青海省西宁市城北区小桥大街街道林华烟酒超市东南约51米
,,101.745621,36.649090,0,青海省西宁市城北区小桥大街街道林华烟酒超市东南约51米
,,101.745611,36.648990,0,青海省西宁市城北区小桥大街街道停车场东南约54米
,,101.745561,36.648919,0,青海省西宁市城北区小桥大街街道停车场东南约53米
,,101.745303,36.648565,0,青海省西宁市城北区小桥大街街道停车场东南约71米
,,101.745124,36.648282,0,青海省西宁市城北区小桥大街街道柴达木路22
,,101.744766,36.647697,0,青海省西宁市城北区小桥大街街道柴达木路22
,,101.744487,36.647222,0,青海省西宁市城北区小桥大街街道柴达木路22西南约83米
,,101.744119,36.646576,0,青海省西宁市城北区小桥大街街道海西路19号西宁供水集团家属院
,,101.743970,36.646384,0,青海省西宁市城北区小桥大街街道海西路19号西宁供水集团家属院
,,101.743970,36.646364,0,青海省西宁市城北区小桥大街街道海西路19号西宁供水集团家属院
,,101.743921,36.646303,0,青海省西宁市城北区小桥大街街道海西路19号西宁供水集团家属院
,,101.743553,36.645377,0,青海省西宁市城北区小桥大街街道海西路19号西南约88米
,,101.743066,36.644429,0,青海省西宁市城西区虎台街道海晏路72号东北约81米
,,101.742658,36.643702,0,青海省西宁市城西区虎台街道海晏路72号
,,101.742439,36.643469,0,青海省西宁市城西区虎台街道海晏路72号
,,101.742270,36.643266,0,青海省西宁市城西区虎台街道海晏路72号文化公园
,,101.742240,36.643196,0,青海省西宁市城西区虎台街道海晏路72号文化公园
,,101.742081,36.642673,0,青海省西宁市城西区虎台街道海晏路72号文化公园
,,101.742051,36.642652,0,青海省西宁市城西区虎台街道海晏路72号文化公园
,,101.742031,36.642632,0,青海省西宁市城西区虎台街道海晏路72号文化公园
,,101.741962,36.642521,0,青海省西宁市城西区虎台街道海晏路49
,,101.741952,36.642451,0,青海省西宁市城西区虎台街道海晏路49
,,101.741962,36.642401,0,青海省西宁市城西区虎台街道海晏路49
,,101.741981,36.642341,0,青海省西宁市城西区虎台街道海晏路47-23
,,101.742031,36.642282,0,青海省西宁市城西区虎台街道海晏路47-23
,,101.742220,36.642165,0,青海省西宁市城西区虎台街道海晏路47-19
,,101.743504,36.641605,0,青海省西宁市城西区虎台街道停车场
,,101.745186,36.640890,0,青海省西宁市城西区虎台街道海晏路60
,,101.746659,36.640241,0,青海省西宁市城西区虎台街道海晏路27号斜对面
,,101.748272,36.639553,0,青海省西宁市城西区虎台街道中国邮政储蓄银行青海省分行营业部
,,101.748929,36.639302,0,青海省西宁市城西区虎台街道海晏路14号
,,101.749109,36.639214,0,青海省西宁市城西区虎台街道浩视眼镜
,,101.749238,36.639156,0,青海省西宁市城西区虎台街道互助卤肉面馆
,,101.749706,36.638992,0,青海省西宁市城西区虎台街道青海喜玛拉雅青稞酒业有限公司
,,101.750782,36.638565,0,青海省西宁市城西区西宁青唐医院东南约57米
,,101.751927,36.638098,0,青海省西宁市城西区虎台街道青海誉东贸易有限公司
,,101.752903,36.637668,0,青海省西宁市城西区虎台街道新宁路4号
,,101.754099,36.637200,0,青海省西宁市城西区胜利路街道新宁路9
,,101.755225,36.636771,0,青海省西宁市城西区胜利路街道胜利路81枫林绿洲
,,101.755594,36.636624,0,青海省西宁市城西区胜利路街道胜利路81枫林绿洲
,,101.756182,36.636359,0,青海省西宁市城西区胜利路街道胜利路81枫林绿洲
,,101.756761,36.636103,0,青海省西宁市城西区胜利路街道胜利路81号3号楼
,,101.756860,36.636064,0,青海省西宁市城西区胜利路街道胜利路81号3号楼
,,101.756980,36.636045,0,青海省西宁市城西区胜利路街道胜利路81号3号楼
,,101.757070,36.635986,0,青海省西宁市城西区胜利路街道胜利路81-54号
,,101.757169,36.635976,0,青海省西宁市城西区胜利路街道彩票销售店
,,101.757299,36.635958,0,青海省西宁市城西区胜利路街道彩票销售店
,,101.757349,36.635928,0,青海省西宁市城西区胜利路街道胜利路81-54号
,,101.757449,36.635888,0,青海省西宁市城西区胜利路街道胜利路81-54号
,,101.757818,36.635821,0,青海省西宁市城西区胜利路街道中国电信交通巷营业厅
,,101.758695,36.635597,0,青海省西宁市城西区胜利路街道黄小嘉茶食(胜利路店)
,,101.759024,36.635509,0,青海省西宁市城西区胜利路街道胜利路青垦大厦皇子酒店旁
,,101.759374,36.635421,0,青海省西宁市城西区胜利路街道胜利路50号青垦大厦1楼
,,101.760431,36.635216,0,青海省西宁市城西区胜利路街道胜利路40号
,,101.760821,36.635158,0,青海省西宁市城西区胜利路街道胜利路40号
,,101.761379,36.634970,0,青海省西宁市城西区胜利路街道玉如意
,,101.761819,36.634862,0,青海省西宁市城西区胜利路街道龙乐玉器
,,101.761928,36.634802,0,青海省西宁市城西区胜利路街道艺缘轩
,,101.762527,36.634544,0,青海省西宁市城西区胜利路街道公园巷1号茂源·水岸星光
,,101.763246,36.634386,0,青海省西宁市城西区胜利路街道东湖宾馆1号别墅
,,101.763975,36.634177,0,青海省西宁市城西区胜利路街道同仁路付2号
,,101.764105,36.634088,0,青海省西宁市城西区胜利路街道鑫之云茶餐厅
,,101.764185,36.634038,0,青海省西宁市城西区胜利路街道鑫之云茶餐厅
,,101.764105,36.634118,0,青海省西宁市城西区胜利路街道鑫之云茶餐厅
,,101.764265,36.634108,0,青海省西宁市城西区胜利路街道鑫之云茶餐厅
,,101.764594,36.634008,0,青海省西宁市城西区胜利路街道车邦汽车美容工厂店东北约50米
,,101.765394,36.633769,0,青海省西宁市城西区胜利路街道同仁路2号东湖宾馆1楼
,,101.766273,36.633509,0,青海省西宁市城西区胜利路街道车美饰汽车1站式服务中心
,,101.766493,36.633449,0,青海省西宁市城北区朝阳街道
,,101.766882,36.633389,0,青海省西宁市城西区胜利路街道出口
,,101.767842,36.633218,0,青海省西宁市城西区兴海路街道公厕
,,101.768382,36.633147,0,青海省西宁市城西区兴海路街道兴海路79-3东边
,,101.769372,36.632944,0,青海省西宁市城西区兴海路街道美达钣金喷漆汽车美容西南约59米
,,101.769592,36.632913,0,青海省西宁市城西区兴海路街道西宁城西佳顺轮胎修补服务部西南约50米
,,101.769622,36.632903,0,青海省西宁市城西区兴海路街道西宁城西佳顺轮胎修补服务部
,,101.769672,36.632923,0,青海省西宁市城西区兴海路街道西宁城西佳顺轮胎修补服务部
