时间点,车牌号,经度,纬度,速度,地址
,,101.509336,36.643743,0,青海省西宁市湟中区多巴镇景阳商城商住小区西南约456米
,,101.506728,36.644087,0,青海省西宁市湟中区多巴镇兴盛景苑西南约420米
,,101.505251,36.644331,0,青海省西宁市湟中区多巴镇兴盛景苑西南约441米
,,101.502287,36.644976,0,青海省西宁市湟中区多巴镇3元宝殿西南约502米
,,101.499542,36.645642,0,青海省西宁市湟中区多巴镇欣荣综合批发直销部东南约280米
,,101.496738,36.646326,0,青海省西宁市湟中区多巴镇欣荣综合批发直销部西南约99米
,,101.494092,36.646961,0,青海省西宁市湟中区多巴镇秀林香农家院西北约169米
,,101.491010,36.647682,0,青海省西宁市湟中区多巴镇城中村卫生室西南约307米
,,101.488185,36.648248,0,青海省西宁市湟中区多巴镇鑫源小炒卤肉面食馆西南约419米
,,101.485686,36.648631,0,青海省西宁市湟中区多巴镇5福小院西南约548米
,,101.483136,36.649005,0,青海省西宁市湟中区多巴镇5福小院西南约720米
,,101.480207,36.649340,0,青海省西宁市湟中区多巴镇5福小院西南约952米
,,101.477167,36.649719,0,青海省西宁市湟中区马申茂村党群服务中心东南约961米
,,101.474909,36.649968,0,青海省西宁市湟中区多巴镇
,,101.472641,36.650351,0,青海省西宁市湟中区多巴镇
,,101.470241,36.650957,0,青海省西宁市湟中区多巴镇
,,101.469414,36.651227,0,青海省西宁市湟中区多巴镇
,,101.467111,36.652150,0,青海省西宁市湟中区多巴镇
,,101.465664,36.652874,0,青海省西宁市湟中区多巴镇育才幼儿园东北约183米
,,101.463647,36.654082,0,青海省西宁市湟中区多巴镇王家庄村村民委员会
,,101.462408,36.654968,0,青海省西宁市湟中区多巴镇来福居小炒面食西北约91米
,,101.460688,36.656490,0,青海省西宁市湟中区多巴镇种猪种鸡场西南约60米
,,101.459568,36.657628,0,青海省西宁市湟中区多巴镇种猪种鸡场西北约173米
,,101.458066,36.659461,0,青海省西宁市湟中区多巴镇湟水河1号中桥东南约393米
,,101.456644,36.661155,0,青海省西宁市湟中区多巴镇湟水河1号中桥东北约313米
,,101.455623,36.662056,0,青海省西宁市湟中区多巴镇湟水河1号中桥东北约318米
,,101.454000,36.663114,0,青海省西宁市湟中区多巴镇昆仑机械3厂西南约325米
,,101.452387,36.663863,0,青海省西宁市湟中区多巴镇青海省富康医药连锁有限公司永和大药房东北约283米
,,101.451023,36.664351,0,青海省西宁市湟中区多巴镇青海省富康医药连锁有限公司永和大药房东北约220米
,,101.450071,36.664784,0,青海省西宁市湟中区多巴镇青海省富康医药连锁有限公司永和大药房东北约228米
,,101.449991,36.664825,0,青海省西宁市湟中区多巴镇青海省富康医药连锁有限公司永和大药房东北约231米
,,101.449760,36.664968,0,青海省西宁市湟中区多巴镇青海省富康医药连锁有限公司永和大药房东北约244米
,,101.449409,36.665073,0,青海省西宁市湟中区多巴镇青海省富康医药连锁有限公司永和大药房西北约255米
,,101.449238,36.665126,0,青海省西宁市湟中区多巴镇青海省富康医药连锁有限公司永和大药房西北约262米
,,101.449138,36.665147,0,青海省西宁市湟中区多巴镇青海省富康医药连锁有限公司永和大药房西北约265米
,,101.448145,36.665432,0,青海省西宁市湟中区多巴镇青海省富康医药连锁有限公司永和大药房西北约319米
,,101.446951,36.665769,0,青海省西宁市湟中区多巴镇斌斌自选超市东北约343米
,,101.445586,36.666271,0,青海省西宁市湟中区多巴镇扎麻隆村东北约346米
,,101.444110,36.667074,0,青海省西宁市湟中区多巴镇扎麻隆村西北约425米
,,101.442834,36.667935,0,青海省西宁市湟中区多巴镇扎麻隆村西北约541米
,,101.442332,36.668363,0,青海省西宁市湟中区多巴镇中华昆仑文化研究中心东北约555米
,,101.440936,36.669567,0,青海省西宁市湟中区多巴镇中华昆仑文化研究中心东北约607米
,,101.439357,36.671104,0,青海省西宁市湟中区多巴镇柴子沟西南约710米
,,101.437648,36.672763,0,青海省西宁市湟中区多巴镇泉尔湾东南约490米
,,101.435738,36.674416,0,青海省西宁市湟中区多巴镇泉尔湾东南约239米
,,101.435316,36.674673,0,青海省西宁市湟中区多巴镇泉尔湾东南约193米
,,101.434211,36.675172,0,青海省西宁市湟中区多巴镇泉尔湾东南约96米
,,101.433025,36.675532,0,青海省西宁市湟中区多巴镇泉尔湾西南约95米
,,101.430895,36.675877,0,青海省西宁市湟中区多巴镇加拉山村东南约264米
,,101.428333,36.675837,0,青海省西宁市湟中区多巴镇加拉山村西南约279米
,,101.425842,36.675713,0,青海省西宁市湟中区多巴镇加拉山村西南约437米
,,101.423733,36.675862,0,青海省西宁市湟中区多巴镇石板沟村西北约586米
,,101.421936,36.676025,0,青海省西宁市湟中区多巴镇石板沟村西北约647米
,,101.419909,36.676278,0,青海省西宁市湟中区多巴镇公安局公路公安检查站东北约677米
,,101.418444,36.676413,0,青海省西宁市湟中区多巴镇公安局公路公安检查站东北约670米
,,101.418444,36.676413,0,青海省西宁市湟中区多巴镇公安局公路公安检查站东北约670米
,,101.413170,36.676003,0,青海省西宁市湟中区多巴镇石海采石厂东北约281米
,,101.412158,36.675918,0,青海省西宁市湟中区多巴镇石海采石厂东北约213米
,,101.410355,36.675746,0,青海省西宁市湟中区多巴镇石海采石厂西北约161米
,,101.409654,36.675728,0,青海省西宁市湟中区多巴镇石海采石厂西北约185米
,,101.409654,36.675728,0,青海省西宁市湟中区多巴镇石海采石厂西北约185米
,,101.405851,36.675951,0,青海省西宁市湟中区多巴镇石海采石厂西北约476米
,,101.405670,36.675971,0,青海省西宁市湟中区多巴镇石海采石厂西北约492米
,,101.404360,36.676220,0,青海省西宁市湟中区多巴镇
,,101.403310,36.676537,0,青海省西宁市湟源县东峡乡佛尔崖沟东北约380米
,,101.402030,36.676953,0,青海省西宁市湟源县东峡乡大石头湾东南约347米
,,101.400871,36.677348,0,青海省西宁市湟源县东峡乡大石头湾西南约319米
,,101.399721,36.677782,0,青海省西宁市湟源县东峡乡大石头湾西南约326米
,,101.399441,36.677850,0,青海省西宁市湟源县东峡乡大石头湾西南约336米
,,101.398982,36.677967,0,青海省西宁市湟源县东峡乡大石头湾西南约357米
,,101.398982,36.677967,0,青海省西宁市湟源县东峡乡大石头湾西南约357米
,,101.388803,36.681543,0,青海省西宁市湟源县东峡乡东菜子沟东南约416米
,,101.388623,36.681611,0,青海省西宁市湟源县东峡乡东菜子沟东南约403米
,,101.387118,36.682120,0,青海省西宁市湟源县东峡乡东菜子沟东南约318米
,,101.385832,36.682541,0,青海省西宁市湟源县东峡乡东菜子沟西南约289米
,,101.384457,36.682900,0,青海省西宁市湟源县东峡乡东菜子沟西南约321米
,,101.383371,36.683152,0,青海省西宁市湟源县东峡乡东菜子沟西南约378米
,,101.383371,36.683152,0,青海省西宁市湟源县东峡乡东菜子沟西南约378米
,,101.362281,36.682568,0,青海省西宁市湟源县东峡乡Z091西北约741米
,,101.362082,36.682536,0,青海省西宁市湟源县东峡乡Z091西北约758米
,,101.360474,36.682215,0,青海省西宁市湟源县东峡乡高原红农家风情园东北约896米
,,101.358637,36.681733,0,青海省西宁市湟源县东峡乡响河村东北约832米
,,101.358058,36.681507,0,青海省西宁市湟源县东峡乡响河村西北约808米
,,101.356249,36.680668,0,青海省西宁市湟源县东峡乡阿拉河东北约649米
,,101.356039,36.680546,0,青海省西宁市湟源县东峡乡阿拉河东北约626米
,,101.354150,36.679249,0,青海省西宁市湟源县东峡乡阿拉河东北约404米
,,101.351999,36.678033,0,青海省西宁市湟源县东峡乡阿拉河东北约172米
,,101.351729,36.677922,0,青海省西宁市湟源县东峡乡阿拉河东北约146米
,,101.349056,36.677118,0,青海省西宁市湟源县东峡乡阿拉河西北约147米
,,101.348725,36.677047,0,青海省西宁市湟源县东峡乡阿拉河西北约175米
,,101.346099,36.676570,0,青海省西宁市湟源县东峡乡大地滩西北约274米
,,101.344073,36.676359,0,青海省西宁市湟源县东峡乡大地滩西北约409米
,,101.341654,36.676322,0,青海省西宁市湟源县东峡乡高原小炒面食馆东北约333米
,,101.338679,36.676702,0,青海省西宁市湟源县石崖庄村党群综合服务中心东南约262米
,,101.338368,36.676763,0,青海省西宁市湟源县石崖庄村党群综合服务中心东南约245米
,,101.335703,36.677479,0,青海省西宁市湟源县石崖庄村党群综合服务中心西南约218米
,,101.334505,36.677887,0,青海省西宁市湟源县石崖庄村党群综合服务中心西南约284米
,,101.332150,36.678737,0,青海省西宁市湟源县石崖庄村党群综合服务中心西南约474米
,,101.329309,36.679755,0,青海省西宁市湟源县东峡乡湟源峡东北约389米
,,101.326588,36.680726,0,青海省西宁市湟源县东峡乡湟源峡东北约338米
,,101.323877,36.681709,0,青海省西宁市湟源县东峡乡湟源鑫海建材混凝土公司东南约445米
,,101.321678,36.682509,0,青海省西宁市湟源县东峡乡湟源鑫海建材混凝土公司东南约264米
,,101.319248,36.683543,0,青海省西宁市湟源县东峡乡湟源鑫海建材混凝土公司西南约175米
,,101.318774,36.683809,0,青海省西宁市湟源县东峡乡湟源鑫海建材混凝土公司西南约189米
,,101.316676,36.685229,0,青海省西宁市湟源县东峡乡湟源鑫海建材混凝土公司西北约352米
,,101.314749,36.687057,0,青海省西宁市湟源县东峡乡小沙拉沟东北约446米
,,101.313468,36.688005,0,青海省西宁市湟源县东峡乡小沙拉沟东北约525米
,,101.312238,36.688603,0,青海省西宁市湟源县东峡乡小沙拉沟西北约594米
,,101.310877,36.689031,0,青海省西宁市湟源县东峡乡小沙拉沟西北约665米
,,101.309103,36.689285,0,青海省西宁市湟源县城关镇湟源中鑫东北约656米
,,101.307843,36.689241,0,青海省西宁市湟源县城关镇湟源中鑫东北约596米
,,101.305103,36.688934,0,青海省西宁市湟源县城关镇湟源中鑫东北约503米
,,101.301519,36.688482,0,青海省西宁市湟源县城关镇湟源中鑫西北约546米
,,101.298683,36.688118,0,青海省西宁市湟源县城关镇湟水湿地公园东北约470米
,,101.296119,36.687676,0,青海省西宁市湟源县城关镇北古城东北约264米
,,101.294593,36.687085,0,青海省西宁市湟源县城关镇北古城东北约114米
,,101.293368,36.686411,0,青海省西宁市湟源县城关镇北古城
,,101.292083,36.685305,0,青海省西宁市湟源县城关镇青藏路6号东南约103米
,,101.290730,36.683439,0,青海省西宁市湟源县城关镇G6西北约303米
,,101.289818,36.681620,0,青海省西宁市湟源县城关镇G6西南约382米
,,101.288586,36.679641,0,青海省西宁市湟源县城关镇深沟东北约157米
,,101.288236,36.679231,0,青海省西宁市湟源县城关镇深沟西北约111米
,,101.286243,36.677479,0,青海省西宁市湟源县城关镇深沟西南约211米
,,101.284632,36.675656,0,青海省西宁市湟源县城关镇尕庄村东南约373米
,,101.284173,36.674644,0,青海省西宁市湟源县城关镇尕庄村东南约379米
,,101.283954,36.673344,0,青海省西宁市湟源县城关镇尕庄村东南约459米
,,101.283595,36.671222,0,青海省西宁市湟源县城关镇小石头沟东北约228米
,,101.282956,36.669739,0,青海省西宁市湟源县城关镇小石头沟东北约55米
,,101.281728,36.667854,0,青海省西宁市湟源县城关镇小石头沟西南约188米
,,101.280360,36.665556,0,青海省西宁市湟源县城关镇丈巴东南约440米
,,101.280200,36.665115,0,青海省西宁市湟源县城关镇丈巴东南约431米
,,101.279872,36.663792,0,青海省西宁市湟源县城关镇丈巴东南约452米
,,101.279853,36.662462,0,青海省西宁市湟源县城关镇大华出口东南约534米
,,101.280104,36.660453,0,青海省西宁市湟源县城关镇大华出口东南约605米
,,101.280156,36.658603,0,青海省西宁市湟源县城关镇大华出口东南约715米
,,101.280156,36.658603,0,青海省西宁市湟源县城关镇大华出口东南约715米
,,101.278632,36.653131,0,青海省西宁市湟源县和平乡南湾口西北约810米
,,101.278372,36.652359,0,青海省西宁市湟源县和平乡南湾口西北约808米
,,101.277575,36.650033,0,青海省西宁市湟源县和平乡油房东北约721米
,,101.276717,36.647534,0,青海省西宁市湟源县和平乡油房东南约622米
,,101.275710,36.645135,0,青海省西宁市湟源县和平乡曹家沟东北约510米
,,101.275580,36.644883,0,青海省西宁市湟源县和平乡曹家沟东北约481米
,,101.274543,36.643533,0,青海省西宁市湟源县和平乡曹家沟西北约335米
,,101.272788,36.641704,0,青海省西宁市湟源县和平乡曹家沟西北约250米
,,101.272189,36.640866,0,青海省西宁市湟源县和平乡曹家沟西北约272米
,,101.271631,36.639709,0,青海省西宁市湟源县和平乡曹家沟西南约333米
,,101.270904,36.637530,0,青海省西宁市湟源县和平乡巴图寨西北约379米
,,101.270256,36.635531,0,青海省西宁市湟源县和平乡巴图寨西北约176米
,,101.269618,36.634292,0,青海省西宁市湟源县和平乡巴图寨西北约140米
,,101.268133,36.632451,0,青海省西宁市湟源县和平乡巴图寨西南约329米
,,101.266180,36.630223,0,青海省西宁市湟源县和平乡西宁蓝途汽服东南约604米
,,101.265303,36.628729,0,青海省西宁市湟源县和平乡临夏录腿餐厅东南约601米
,,101.264914,36.627212,0,青海省西宁市湟源县和平乡烟酒食品东南约636米
,,101.264415,36.625043,0,青海省西宁市湟源县和平乡3源综合商店东南约704米
,,101.264316,36.624801,0,青海省西宁市湟源县和平乡3源综合商店东南约706米
,,101.263429,36.623157,0,青海省西宁市湟源县和平乡西家台台东北约554米
,,101.262551,36.621482,0,青海省西宁市湟源县和平乡西家台台东北约427米
,,101.262173,36.620235,0,青海省西宁市湟源县和平乡西家台台东南约401米
,,101.262041,36.617961,0,青海省西宁市湟源县和平乡西家台台东南约511米
,,101.261929,36.615358,0,青海省西宁市湟源县和平乡和平村卫生室东北约548米
,,101.261540,36.613540,0,青海省西宁市湟源县和平乡和平村卫生室东南约550米
,,101.260862,36.612188,0,青海省西宁市湟源县和平乡和平村卫生室东南约571米
,,101.260015,36.611064,0,青海省西宁市湟源县和平乡南湾东北约427米
,,101.258412,36.609547,0,青海省西宁市湟源县和平乡南湾东北约232米
,,101.256888,36.607771,0,青海省西宁市湟源县和平乡南湾西北约135米
,,101.256529,36.607115,0,青海省西宁市湟源县和平乡南湾西南约167米
,,101.256141,36.606278,0,青海省西宁市湟源县和平乡元菜口东北约217米
,,101.255133,36.603079,0,青海省西宁市湟源县和平乡元菜口东南约321米
,,101.254534,36.601328,0,青海省西宁市湟源县和平乡元菜口东南约497米
,,101.253976,36.600359,0,青海省西宁市湟源县和平乡元菜口东南约601米
,,101.253409,36.599669,0,青海省西宁市湟源县和平乡元菜口西南约678米
,,101.252443,36.598783,0,青海省西宁市湟源县和平乡泉湾西北约699米
,,101.251229,36.597844,0,青海省西宁市湟源县和平乡茶曲村东南约639米
,,101.249238,36.596714,0,青海省西宁市湟源县和平乡茶曲村东南约523米
,,101.247726,36.595761,0,青海省西宁市湟源县和平乡药水河3号桥东北约439米
,,101.247726,36.595761,0,青海省西宁市湟源县和平乡药水河3号桥东北约439米
,,101.230372,36.583041,0,青海省西宁市湟源县和平乡药水峡3号隧道东南约212米
,,101.229344,36.582109,0,青海省西宁市湟源县和平乡药水峡南响河9号中桥东南约231米
,,101.228674,36.581158,0,青海省西宁市湟源县和平乡药水峡南响河9号中桥东南约309米
,,101.228324,36.580237,0,青海省西宁市湟源县和平乡药水峡南响河10号大桥东南约353米
,,101.227994,36.577896,0,青海省西宁市湟源县和平乡药水峡南响河10号大桥东南约497米
,,101.227405,36.575944,0,青海省西宁市湟源县和平乡药水峡南响河10号大桥东南约663米
,,101.226616,36.574704,0,青海省西宁市湟源县和平乡药水峡南响河10号大桥东南约775米
,,101.225686,36.573785,0,青海省西宁市湟源县和平乡拉务沟西北约757米
,,101.224267,36.572818,0,青海省西宁市湟源县和平乡拉务沟西北约705米
,,101.222367,36.571685,0,青海省西宁市湟源县和平乡拉务沟西北约705米
,,101.220106,36.570358,0,青海省西宁市湟源县日月藏族乡宏运石油加油站东北约657米
,,101.217804,36.568814,0,青海省西宁市湟源县日月藏族乡宏运石油加油站东北约397米
,,101.216583,36.567484,0,青海省西宁市湟源县日月藏族乡宏运石油加油站东南约259米
,,101.215211,36.565477,0,青海省西宁市湟源县日月藏族乡G6东北约256米
,,101.213458,36.563456,0,青海省西宁市湟源县日月藏族乡G6东南约207米
,,101.211494,36.561669,0,青海省西宁市湟源县日月藏族乡G6西南约390米
,,101.209119,36.559331,0,青海省西宁市湟源县日月藏族乡颜家庄东南约493米
,,101.208758,36.558866,0,青海省西宁市湟源县日月藏族乡颜家庄东南约520米
,,101.206994,36.556741,0,青海省西宁市湟源县日月藏族乡颜家庄东南约699米
,,101.206753,36.556525,0,青海省西宁市湟源县日月藏族乡颜家庄东南约720米
,,101.205169,36.555369,0,青海省西宁市湟源县日月藏族乡药水村村民委员会东南约629米
,,101.202309,36.553966,0,青海省西宁市湟源县日月藏族乡药水河东北约396米
,,101.199600,36.552652,0,青海省西宁市湟源县日月藏族乡药水河东南约181米
,,101.196609,36.551184,0,青海省西宁市湟源县日月藏族乡药水河西南约287米
,,101.194080,36.549818,0,青海省西宁市湟源县尕庄村党群综合服务中心东南约349米
,,101.193358,36.549250,0,青海省西宁市湟源县尕庄村党群综合服务中心东南约327米
,,101.192325,36.548218,0,青海省西宁市湟源县尕庄村党群综合服务中心东南约361米
,,101.190600,36.546237,0,青海省西宁市湟源县日月藏族乡湟源玉生玉石加工有限公司东南约497米
,,101.189928,36.545639,0,青海省西宁市湟源县日月藏族乡湟源玉生玉石加工有限公司东南约551米
,,101.188885,36.544946,0,青海省西宁市湟源县日月藏族乡湟源玉生玉石加工有限公司西南约625米
,,101.186318,36.543657,0,青海省西宁市湟源县日月藏族乡克素尔村旅游服务商店东北约780米
,,101.184543,36.542493,0,青海省西宁市湟源县日月藏族乡克素尔村旅游服务商店东北约583米
,,101.184353,36.542326,0,青海省西宁市湟源县日月藏族乡克素尔村旅游服务商店东北约560米
,,101.183011,36.540905,0,青海省西宁市湟源县日月藏族乡克素尔村旅游服务商店东北约407米
,,101.181759,36.539242,0,青海省西宁市湟源县日月藏族乡克素尔藏寨东南约323米
,,101.180367,36.537719,0,青海省西宁市湟源县日月藏族乡克素尔藏寨东南约338米
,,101.179787,36.537176,0,青海省西宁市湟源县日月藏族乡丹拉线东南约344米
,,101.177865,36.535718,0,青海省西宁市湟源县日月藏族乡丹拉线东南约377米
,,101.175633,36.534130,0,青海省西宁市湟源县日月藏族乡日月乡出口东北约253米
,,101.173633,36.532357,0,青海省西宁市湟源县日月藏族乡日月乡出口东南约77米
,,101.173453,36.532128,0,青海省西宁市湟源县日月藏族乡日月乡出口东南约95米
,,101.172554,36.530664,0,青海省西宁市湟源县日月藏族乡日月乡出口西南约262米
,,101.171666,36.528490,0,青海省西宁市湟源县日月藏族乡日月乡出口东北约397米
,,101.170557,36.525765,0,青海省西宁市湟源县日月藏族乡日月乡出口东南约373米
,,101.169319,36.522920,0,青海省西宁市湟源县日月藏族乡日月乡出口东南约578米
,,101.168979,36.522391,0,青海省西宁市湟源县日月藏族乡日月乡出口东南约626米
,,101.168121,36.521454,0,青海省西宁市湟源县日月藏族乡珠莫浪西北约687米
,,101.167082,36.520647,0,青海省西宁市湟源县日月藏族乡公安局日月公安检查站东南约632米
,,101.165874,36.520059,0,青海省西宁市湟源县小茶石浪村党群服务中心东南约549米
,,101.162871,36.518959,0,青海省西宁市湟源县牧场村村民委员会东北约283米
,,101.159791,36.517841,0,青海省西宁市湟源县牧场村村民委员会东南约124米
,,101.158914,36.517397,0,青海省西宁市湟源县兔儿干新型社区东南约157米
,,101.157649,36.516450,0,青海省西宁市湟源县日月藏族乡兔尔干幼儿园东南约60米
,,101.156713,36.515364,0,青海省西宁市湟源县日月藏族乡兔尔干幼儿园西南约159米
,,101.156125,36.514250,0,青海省西宁市湟源县日月藏族乡日月乡兔尔干村卫生室西南约290米
,,101.155786,36.513077,0,青海省西宁市湟源县日月藏族乡地谷东北约356米
,,101.155756,36.511816,0,青海省西宁市湟源县日月藏族乡地谷东北约289米
,,101.156074,36.509677,0,青海省西宁市湟源县日月藏族乡地谷东南约346米
,,101.156451,36.507068,0,青海省西宁市湟源县日月藏族乡地谷东南约564米
,,101.156559,36.504447,0,青海省西宁市湟源县日月藏族乡地谷东南约820米
,,101.156379,36.501904,0,青海省西宁市湟源县日月藏族乡若药堂村东北约831米
,,101.156349,36.501664,0,青海省西宁市湟源县日月藏族乡若药堂村东北约822米
,,101.156038,36.499731,0,青海省西宁市湟源县日月藏族乡药水河东北约695米
,,101.155748,36.497397,0,青海省西宁市湟源县日月藏族乡药水河东北约547米
,,101.155616,36.494764,0,青海省西宁市湟源县日月藏族乡药水河东南约522米
,,101.155653,36.491972,0,青海省西宁市湟源县日月藏族乡下大洞西北约558米
,,101.155701,36.489661,0,青海省西宁市湟源县日月藏族乡下大洞西南约538米
,,101.155768,36.487319,0,青海省西宁市湟源县日月藏族乡下大洞西南约633米
,,101.155777,36.486308,0,青海省西宁市湟源县日月藏族乡下大洞西南约701米
,,101.155695,36.484176,0,青海省西宁市湟源县日月藏族乡石堡城东北约880米
,,101.155605,36.483475,0,青海省西宁市湟源县日月藏族乡石堡城东北约838米
,,101.155145,36.481670,0,青海省西宁市湟源县日月藏族乡上石沟西北约712米
,,101.154756,36.480497,0,青海省西宁市湟源县日月藏族乡上石沟西北约647米
,,101.153898,36.478618,0,青海省西宁市湟源县日月藏族乡上石沟西北约613米
,,101.153161,36.477361,0,青海省西宁市湟源县日月藏族乡石堡城东南约642米
,,101.152025,36.475440,0,青海省西宁市湟源县日月藏族乡莫多吉烟酒食品店东北约571米
,,101.151138,36.473590,0,青海省西宁市湟源县日月藏族乡莫多吉烟酒食品店东北约389米
,,101.150719,36.472545,0,青海省西宁市湟源县日月藏族乡莫多吉村东北约305米
,,101.149873,36.470675,0,青海省西宁市湟源县日月藏族乡莫多吉村东南约205米
,,101.149614,36.470252,0,青海省西宁市湟源县日月藏族乡莫多吉村民委员会东南约202米
,,101.148609,36.469000,0,青海省西宁市湟源县日月藏族乡莫多吉村民委员会东南约253米
,,101.147316,36.467814,0,青海省西宁市湟源县日月藏族乡莫多吉村民委员会西南约370米
,,101.145745,36.466814,0,青海省西宁市湟源县日月藏族乡莫多吉村民委员会西南约509米
,,101.143638,36.465906,0,青海省西宁市湟源县日月藏族乡莫多吉村民委员会西南约682米
,,101.140975,36.464879,0,青海省西宁市湟源县日月藏族乡莫多吉村民委员会西南约915米
,,101.138302,36.463849,0,青海省西宁市湟源县日月藏族乡
,,101.135441,36.462646,0,青海省西宁市湟源县日月藏族乡上野寺沟东北约954米
,,101.135182,36.462472,0,青海省西宁市湟源县日月藏族乡上野寺沟东北约924米
,,101.134556,36.461893,0,青海省西宁市湟源县日月藏族乡上野寺沟东北约839米
,,101.134149,36.461336,0,青海省西宁市湟源县日月藏族乡上野寺沟东北约770米
,,101.133820,36.460591,0,青海省西宁市湟源县日月藏族乡上野寺沟东北约692米
,,101.133691,36.459779,0,青海省西宁市湟源县日月藏族乡上野寺沟东北约627米
,,101.133859,36.458111,0,青海省西宁市湟源县日月藏族乡上野寺沟东北约556米
,,101.134018,36.455952,0,青海省西宁市湟源县日月藏族乡上野寺沟东南约545米
,,101.133909,36.455280,0,青海省西宁市湟源县日月藏族乡上野寺沟东南约549米
,,101.133581,36.454465,0,青海省西宁市湟源县日月藏族乡日月山村东南约537米
,,101.133045,36.453717,0,青海省西宁市湟源县日月藏族乡日月山村东南约518米
,,101.132339,36.453046,0,青海省西宁市湟源县日月藏族乡日月山村村民委员会东南约495米
,,101.131673,36.452636,0,青海省西宁市湟源县日月藏族乡日月山村村民委员会东南约472米
,,101.130669,36.452222,0,青海省西宁市湟源县日月藏族乡日月山村村民委员会东南约440米
,,101.129844,36.452030,0,青海省西宁市湟源县日月藏族乡日月山村村民委员会东南约416米
,,101.127269,36.451685,0,青海省西宁市湟源县日月藏族乡日月山村村民委员会西南约402米
,,101.124952,36.451395,0,青海省西宁市湟源县日月藏族乡日月山村村民委员会西南约492米
,,101.121946,36.451020,0,青海省西宁市湟源县日月藏族乡日月线东北约573米
,,101.119496,36.450695,0,青海省西宁市湟源县日月藏族乡日月线西北约529米
,,101.118948,36.450579,0,青海省西宁市湟源县日月藏族乡日月线西北约527米
,,101.118469,36.450375,0,青海省西宁市湟源县日月藏族乡日月线西北约518米
,,101.117901,36.449970,0,青海省西宁市湟源县日月藏族乡日月线西北约498米
,,101.117532,36.449497,0,青海省西宁市湟源县日月藏族乡日月线西北约470米
,,101.117274,36.448985,0,青海省西宁市湟源县日月藏族乡日月线西北约439米
,,101.117214,36.448414,0,青海省西宁市湟源县日月藏族乡日月线西北约397米
,,101.117244,36.448024,0,青海省西宁市湟源县日月藏族乡日月线西北约367米
,,101.117384,36.447645,0,青海省西宁市湟源县日月藏族乡日月线西北约332米
,,101.117762,36.447108,0,青海省西宁市湟源县日月藏族乡日月线西北约273米
,,101.118102,36.446801,0,青海省西宁市湟源县日月藏族乡日月线西北约231米
,,101.118770,36.446457,0,青海省西宁市湟源县日月藏族乡日月线西北约162米
,,101.119268,36.446301,0,青海省西宁市湟源县日月藏族乡日月线西北约114米
,,101.121589,36.445844,0,青海省西宁市湟源县日月藏族乡日月线东南约100米
,,101.122057,36.445659,0,青海省西宁市湟源县日月藏族乡日月线东南约146米
,,101.122904,36.445189,0,青海省西宁市湟源县日月藏族乡日月线东南约234米
,,101.123660,36.444567,0,青海省西宁市湟源县日月藏族乡日月线东南约326米
,,101.124308,36.443765,0,青海省西宁市湟源县日月藏族乡日月线东南约423米
,,101.124656,36.443059,0,青海省西宁市湟源县日月藏族乡日月线东南约496米
,,101.124946,36.442003,0,青海省西宁市湟源县日月藏族乡日月线东南约598米
,,101.124956,36.440872,0,青海省西宁市湟源县日月藏族乡日月线东南约697米
,,101.124738,36.439719,0,青海省西宁市湟源县日月藏族乡日月线东南约796米
,,101.124271,36.438644,0,青海省西宁市湟源县日月藏族乡日月线东南约886米
,,101.123396,36.437493,0,青海省西宁市湟源县日月藏族乡日月线东南约982米
,,101.121596,36.435753,0,青海省西宁市湟源县日月藏族乡GZ25东北约927米
,,101.119844,36.434065,0,青海省西宁市湟源县日月藏族乡GZ25东北约688米
,,101.118131,36.432389,0,青海省西宁市湟源县日月藏族乡GZ25东北约458米
,,101.117075,36.431490,0,青海省西宁市湟源县日月藏族乡GZ25东北约330米
,,101.115829,36.430691,0,青海省西宁市湟源县日月藏族乡GZ25东北约199米
,,101.113904,36.429879,0,青海省西宁市湟源县日月藏族乡GZ25东南约66米
,,101.112028,36.429489,0,青海省海南藏族自治州共和县倒淌河镇
,,101.110689,36.429434,0,青海省海南藏族自治州共和县倒淌河镇
,,101.107710,36.429678,0,青海省海南藏族自治州共和县倒淌河镇
,,101.104437,36.430050,0,青海省海南藏族自治州共和县倒淌河镇
,,101.101812,36.430057,0,青海省海南藏族自治州共和县倒淌河镇
,,101.100037,36.429714,0,青海省海南藏族自治州共和县倒淌河镇
,,101.097369,36.428981,0,青海省海南藏族自治州共和县倒淌河镇
,,101.096165,36.428779,0,青海省海南藏族自治州共和县倒淌河镇
,,101.093844,36.428739,0,青海省海南藏族自治州共和县倒淌河镇入口东北约863米
,,101.091522,36.428822,0,青海省海南藏族自治州共和县倒淌河镇入口东北约697米
,,101.088736,36.428983,0,青海省海南藏族自治州共和县倒淌河镇入口东北约545米
,,101.088263,36.429049,0,青海省海南藏族自治州共和县倒淌河镇入口东北约530米
,,101.088102,36.429121,0,青海省海南藏族自治州共和县倒淌河镇入口东北约531米
,,101.087870,36.429344,0,青海省海南藏族自治州共和县倒淌河镇入口东北约545米
,,101.087819,36.429474,0,青海省海南藏族自治州共和县倒淌河镇入口东北约556米
,,101.087819,36.429614,0,青海省海南藏族自治州共和县倒淌河镇入口东北约571米
,,101.087920,36.429863,0,青海省海南藏族自治州共和县倒淌河镇入口东北约600米
,,101.088010,36.429962,0,青海省海南藏族自治州共和县倒淌河镇入口东北约613米
